id	best_100	chosen_value	distance
3854.0	0.6235644012849894	0.8148950309276478	0.3901369819185541
3823.0	0.6371148296148296	0.9749104957997363	1.0411595817686912
3479.0	0.6495318700906936	0.8369633910791912	1.0375155987778548
3959.0	0.5900400285988521	0.9807779576073151	0.5426618331880994
3497.0	0.6271054631642866	0.9011975212002001	1.172936910881687
3503.0	0.49851571957454305	0.9737984481176092	1.1070755606685783
3574.0	0.5990491861080096	0.8013518750556888	0.7440691096277507
2288.0	0.6628870149458385	0.8745408977615067	1.1831910562724341
2266.0	0.6317138825227059	0.9708975905660848	0.48224301379210044
2211.0	0.5737569783158017	0.6488770300462204	1.338809845034834
2385.0	0.5971698709786943	0.5575685501242801	1.3091474149353872
3049.0	0.5919658527746762	0.909864655697312	0.5001257902103283
3133.0	0.6073731399319634	0.4772738528899642	1.103974648826581
3144.0	0.6353898878898877	0.9164278317969616	0.5020431008315733
2656.0	0.60793879649762	1.0071571064191553	0.3218806318995787
2621.0	0.6413413939002175	0.9548508230874068	1.1912475977037498
3043.0	0.5816659027247261	0.9148486538393108	1.0864566726997438
3034.0	0.6036645021645021	0.47298821569113886	1.0495078452384201
3139.0	0.6002307692307692	0.8731267270812701	0.5914427877354779
2726.0	0.620510212010212	0.9270127493060045	1.0232377333115716
2751.0	0.5903116736204971	0.753833830559812	0.3982964827597334
3829.0	0.5952071947660182	0.8628182998194068	0.9844870765015097
3473.0	0.593959706959707	0.9280386593884289	0.7897781801578279
3404.0	0.5867807878396113	0.8726287898136086	0.9335892015850088
3590.0	0.5804508955097191	0.933871581023177	0.2080299466844946
3924.0	0.58344758019758	0.8687046047683437	0.8125836461956295
3953.0	0.5789171514759749	0.8645350555408311	0.9974038721021963
3509.0	0.643593558402382	0.926639820198763	1.3759655295905395
2282.0	0.5556810542398777	0.863605596243142	0.7167456988845726
2316.0	0.5771269416857652	0.9046124920100443	1.3419141516125195
2361.0	0.5990461058549293	0.9139134250789382	1.0363928590503935
2452.0	0.5947938172938173	0.7432928157633013	0.48283801239008317
2808.0	0.5851744219832454	0.581146550971258	0.3212469301652323
