id	best_100	chosen_value	distance
2085.0	0.45	0.7595132526110355	1.0285552060363727
2111.0	0.35	0.7591969409500193	1.0668297643530809
2166.0	0.5	0.8301509882297965	0.925970169175794
2188.0	0.5	0.8431263665837022	1.0725393276793165
823.0	0.4	0.7522094439008961	0.9653318009166515
479.0	0.35	0.8384823139262246	0.9908376281565433
1140.0	0.45	0.8688274207632711	0.6636602050092972
1137.0	0.55	0.7399435395265178	0.7988861905238558
854.0	0.45	0.7997492423232834	0.7589438816626004
574.0	0.4	0.8423579567378778	0.8053614836418926
959.0	0.45	0.751085959530691	1.1028050911255547
497.0	0.5	0.8236615313329221	0.755865226651494
503.0	0.4	0.928125181042072	0.5762949562284311
1570.0	0.55	0.8117161288243443	0.6592309538948995
1493.0	0.35	0.8654628849532972	1.0697584761385948
1507.0	0.5	0.8089977080234242	0.9852624631648035
1827.0	0.45	0.8310811003820713	0.9346145632221495
144.0	0.5	0.7813651181384389	0.6033486241603483
133.0	0.55	0.80931699930964	0.9307898080954075
1850.0	0.55	0.8320594861802736	0.8427970055711481
1957.0	0.5	0.6897445292614434	0.7787084734649422
1499.0	0.5	0.8375037497574485	0.830009013436203
1920.0	0.65	0.8130716315802624	0.7789301591916081
139.0	0.6	0.8819073871812971	1.069280454197186
1400.0	0.6	0.7930057184669417	0.9766667184544734
1594.0	0.45	0.8351970869099712	0.8487712927586847
1477.0	0.35	0.7310704557621549	0.8531309328424512
2061.0	0.5	0.8468518082398967	0.7356660838222604
2016.0	0.45	0.681088296751377	0.9359564620078713
2182.0	0.5	0.8704296245766499	0.9636949781085855
404.0	0.55	0.8352953886857715	1.1018842969380103
590.0	0.55	0.9375892711394308	0.935276869071546
829.0	0.3	0.7818799705859416	1.1625647971526882
473.0	0.4	0.699616464216356	1.003072633497224
953.0	0.55	0.7807072570443012	0.8843132146953788
1030.0	0.45	0.7568554056534865	0.47770475545688157
509.0	0.35	0.8607647317804193	0.8062361614616943
1047.0	0.45	0.8271183539620425	0.8648647224179936
924.0	0.55	0.85663154683085	0.9399027838989436
1679.0	0.55	0.7967620524618496	0.6088674404569281
340.0	0.4	0.7791985902283496	1.1706295691066786
17.0	0.45	0.8380635013116339	1.0164188815793906
337.0	0.55	0.8328804233042157	0.7811755000728728
60.0	0.55	0.8976353920601854	0.9198375182721252
1774.0	0.5	0.8454366584456984	0.9521628504213774
1697.0	0.4	0.774466039374099	1.0180094803004378
1703.0	0.55	0.8643820290866874	1.0357578617490961
770.0	0.5	0.8055822925445253	1.0395288364752586
1249.0	0.55	0.8305073690750249	0.9121423218871796
693.0	0.45	0.7549257280351475	0.6977801091356597
707.0	0.45	0.7784696073060836	0.9934779987095947
1344.0	0.3	0.7514028775541726	0.6129537125482637
1333.0	0.45	0.8908261128677839	0.984445760347491
2218.0	0.25	0.7947446114069374	1.219328416690875
2281.0	0.6	0.8137950082120932	0.7332398701192314
699.0	0.45	0.8168562016546261	0.9913941448102577
1234.0	0.35	0.8400683856650133	0.9982469956734749
1243.0	0.55	0.8390359610443519	0.6543661430427157
1339.0	0.7	0.7562583711634544	0.9763978232073023
600.0	0.35	0.869193386749138	0.7869574117663308
794.0	0.5	0.7999589234078984	0.8491192010223567
677.0	0.45	0.8291061837637838	0.928666953259134
2265.0	0.4	0.7838359837972263	0.8032931936680513
2212.0	0.45	0.7359547696377794	0.9132945616551601
1604.0	0.7	0.8470670419463228	0.7812956209104219
1790.0	0.6	0.744496716849211	1.0609221891460379
1673.0	0.55	0.8157269320338865	1.0128638193221033
230.0	0.5	0.7231675990658814	0.7295390121474654
1709.0	0.45	0.7646521987056089	0.9174104468664412
247.0	0.35	0.8263582477254207	1.1693783501519874
84.0	0.55	0.8308397900055163	0.9160459203963666
1535.0	0.4	0.7804188426061457	0.9094557161324305
198.0	0.4	0.8171751105891372	0.6925836633936937
1918.0	0.35	0.8134479818753133	0.8147117226702462
1542.0	0.2	0.7248372322077085	1.3267565631779468
1862.0	0.5	0.7830202285462035	0.7652049717852196
101.0	0.5	0.8331823214039624	0.7089395145152197
1438.0	0.45	0.8571333743799071	0.7872286575639393
1981.0	0.5	0.8732085053246846	1.0641787913922172
176.0	0.55	0.7943421458392094	1.018670014822273
1815.0	0.45	0.8963221897959345	1.1042439548729435
1091.0	0.5	0.8396856945016152	0.9339129689051279
866.0	0.5	0.7930509829846312	1.0658351448679262
1105.0	0.45	0.819825696981443	0.7891537874601354
985.0	0.45	0.8232027842963502	0.8321865008319971
1172.0	0.4	0.827903247863804	0.6332783776799925
811.0	0.5	0.7099880653289979	0.9521153959613422
1008.0	0.4	0.7700632385666724	0.6325721210510369
531.0	0.45	0.8815130113823934	0.9608608504103582
888.0	0.55	0.8091985556352858	0.8456449369044107
546.0	0.45	0.8512726809572074	1.1991007942793628
2154.0	0.55	0.8219284556589321	1.023343741124175
2123.0	0.5	0.7549411955923256	0.7690353183428819
2059.0	0.5	0.8968215692639849	0.8036555093140437
441.0	0.45	0.7844823038724605	0.9951287488337553
1178.0	0.65	0.7481594293520041	0.776969102156118
436.0	0.6	0.7317892999340592	0.8510298062631731
916.0	0.45	0.8567722221080385	1.0033605492918618
882.0	0.55	0.7718664711191994	0.9649111362470394
1075.0	0.6	0.8949235629271277	0.7044094199900414
1002.0	0.35	0.7888370984032768	0.7538963820621709
1196.0	0.5	0.8203975006370651	0.568233512419029
961.0	0.55	0.819353436711467	1.0622568226781122
2129.0	0.5	0.8187751814380905	0.8983736771304558
2024.0	0.5	0.8653904345894159	1.0397614064922927
2053.0	0.5	0.8128107106731887	0.8847353417501438
1912.0	0.45	0.8267581751620481	0.7285846798420782
1886.0	0.3	0.8880388205617207	0.8195125004554363
1548.0	0.45	0.7880486104704506	0.7294933594172317
192.0	0.5	0.7908969406964474	0.8965214515457446
1965.0	0.4	0.8074811182714438	0.8738196547991556
1445.0	0.55	0.7194905236021041	0.9466286998622936
1868.0	0.6	0.813547802556836	0.8541747372033445
1432.0	0.5	0.7936455746362414	1.2996678220941313
735.0	0.25	0.8623850604785207	0.5431746710185517
1398.0	0.5	0.8419702368721131	0.8535141548260847
742.0	0.6	0.8397918712677405	1.0171062500381718
1295.0	0.45	0.7685195842888923	1.341646056790347
1301.0	0.5	0.7658008515329149	0.9618307184068616
638.0	0.5	0.8003598997324043	0.8219675798329945
1376.0	0.55	0.7695894155916592	0.6364870423604443
291.0	0.5	0.7877763236407096	0.8423357685116494
52.0	0.5	0.7974946688828277	1.0114984891187448
305.0	0.45	0.8714969060031054	1.0027075852917202
25.0	0.4	0.7804137241781399	0.7852336899177211
372.0	0.45	0.792351557023565	1.0419090876518746
208.0	0.5	0.7865114058014854	0.6018525345896741
1731.0	0.35	0.8136628916599407	1.007003034004641
1746.0	0.45	0.8276174463726846	0.9686270614536385
1641.0	0.45	0.7860729227128311	0.8445485689136788
